1480,BE,102,"Frans – Belgische Kust, Van Duinkerke tot Oostende",51.0491666667,51.4541666667,-2.082,-3.0286666667,87/12,60000,51°20’N
1480PlanA,BE,102,Plan A – Oostende,51.2228333333,51.2436666667,-2.912,-2.942,87/12,15000,51°20’N
1480PlanB,BE,102,Plan B – Nieuwport,51.1333333333,51.1575,-2.7136666667,-2.7586666667,87/12,20000,51°20’N
1481,FR,6651,De Calais à Dunkerque,50.9408333333,51.2325,-1.737,-2.4153333333,88/07,43100,51°05’N
1482,FR,7057,Port De Dunkerque,50.9825,51.1175,-2.0853333333,-2.3986666667,87/06,20000,51°03’N
1483,FR,7258,Abords de Calais,50.9208333333,51.022,-1.682,-1.9178333333,97/06,15000,50°58’N
1483PlanA,FR,7258,Plan A – Port de Calais,50.9541666667,50.9725,-1.837,-1.8711666667,97/06,7500,50°58’N
1505,GB,1407,Montrose to Berwick-Upon-Tweed,56.6333333333,56.8388333333,3.5,0.187,95/09,200000,58°00’N
1506,GB,1192,Saint Abb’s Head to the River Tyne,54.7678333333,56,2.3018333333,-1.0123333333,88/10,200000,58°00’N
1507,GB,1191,River Tyne to Flamborough Head,53.96,55.2168333333,1.6685,-1.6458333333,86/12,200000,58°00’N
1508,GB,1190,East Coast Flamborough Head to Blakeney Point,52.7501666667,54.1253333333,0.2325,-1.1565,85/10,150000,51°00’N
1509,GB,1503,Outer Dowsing to Smiths Knoll,52.817,53.6376666667,-0.7981666667,-3.1488333333,84/13,150000,51°00’N
1510,GB,1504,Cromer to Orford Ness,52.082,52.9288333333,-1.1648333333,-3.473,83/13,150000,51°00’N
1511,GB,1610,Approaches to the Thames Estuary,50.8671666667,52.331,-0.9748333333,-2.364,94/12,150000,51°00'N
1512,FR,6735,Pas de Calais – De Boulogne sur Mer à Zeebrugge – Estuaire de la Tamise (Thames),50.6825,51.6891666667,-0.9153333333,-3.2653333333,84/12,150000,51°11'N
1543,GB,1481,River Tay,56.405,56.5466666667,3.05,2.6045,89/12,25000,**
1543PlanA,GB,1481,Plan A - Dundee Docks,56.4448333333,56.4718333333,2.9758333333,2.9096666667,89/12,12500,**
1543PlanB,GB,1481,Plan B – Continuation of River Tay to Perth,56.3371666667,56.4581666667,3.4348333333,2.9763333333,89/12,100000,**
1544,GB,734,"Firth of Forth, Isle of May to Inchkeith",55.9398333333,56.2275,3.2815,2.4651666667,93/13,50000,**
1544PlanA,GB,734,Plan A – Kirkcaldy,56.1083333333,56.1208333333,3.1583333333,3.1385,93/13,10000,**
1545,GB,735,"Firth of Forth, Approaches to Leith and Burntisland",55.9416666667,56.0876666667,3.29,2.9758333333,89/11,25000,**
1545PlanA,GB,735,Plan A - Leith,55.9716666667,56.0108333333,3.2025,3.154,89/11,10000,**
1546,GB,736,"Firth of Forth, Granton and Burntisland to Rosyth",55.9773333333,56.065,3.4731666667,3.2086666667,86/12,15000,**
1547,GB,737,"River Forth, Rosyth to Kincardine",55.9731666667,56.075,3.7365,3.45,95/10,17500,**
1547PlanA,GB,737,Plan A - Crombie Jetty,56.0286666667,56.043,3.5536666667,3.5096666667,95/10,7500,**
1548,GB,733,"Firth of Forth, Burntisland to Dalgety Bay",56.0183333333,56.0633333333,3.3383333333,3.22,02/10,7500,**
1549,GB,152,River Tyne to River Tees,54.5,55.1473333333,1.5556666667,0.835,09/12,75000,54°00’N
1550,GB,1934,River Tyne,54.9816666667,55.0241666667,1.4998333333,1.385,86/13,7500,**
1550PlanA,GB,1934,Part A - Willington Quay to Saint Anthony’s Point,54.9566666667,54.9918333333,1.5558333333,1.489,86/13,12500,**
1550PlanB,GB,1934,Part B - Saint Anthony’s Point to Dunston,54.9561666667,54.973,1.6525,1.5475,86/13,12500,**
